tool		Apalache v0.30.1-120-gabdafd53c	Apalache v0.30.1-120-gabdafd53c	Apalache v0.30.1-120-gabdafd53c	Apalache v0.30.1-120-gabdafd53c
run set		[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]
/home/runner/work/apalache-bench/apalache-bench/examples/target/scala-2.13/resource_managed/main/		status	cputime (s)	walltime (s)	memory (MB)
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-0	ERROR (1)	0.7496746	0.7602629259999958	53.858304
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-1	ERROR (1)	0.7535066	0.7614884340000003	54.300672
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-2	ERROR (1)	0.7688819	0.779330539	54.968320
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-3	ERROR (1)	0.7585933	0.7619759190000082	55.152640
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-4	ERROR (1)	0.7514206	0.757087485999989	57.200640
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-5	ERROR (1)	0.7416081	0.7540374650000103	53.739520
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-6	ERROR (1)	0.7397456	0.7158132220000084	54.734848
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-7	ERROR (1)	0.7317675	0.7083706759999586	54.226944
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-8	ERROR (1)	0.7192873	0.688326241000027	53.936128
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-9	ERROR (1)	0.7593261	0.7388105809999956	54.661120
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-10	ERROR (1)	0.7602439	0.7832510810000031	57.049088
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-11	ERROR (1)	0.7610802	0.7778630450000037	55.291904
