tool		Apalache v0.30.1-27-g0795560e3	Apalache v0.30.1-27-g0795560e3	Apalache v0.30.1-27-g0795560e3	Apalache v0.30.1-27-g0795560e3
run set		[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]
/home/runner/work/apalache-bench/apalache-bench/examples/target/scala-2.13/resource_managed/main/		status	cputime (s)	walltime (s)	memory (MB)
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-0	ERROR (1)	0.7326154	0.7001373169999852	53.911552
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-1	ERROR (1)	0.7340205	0.6574816220000912	53.903360
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-2	ERROR (1)	0.7466773	0.6995573069999637	53.727232
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-3	ERROR (1)	0.736773	0.7076796400000376	53.661696
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-4	ERROR (1)	0.7363516	0.7080747459999657	54.673408
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-5	ERROR (1)	0.7449929	0.7274122029999717	53.919744
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-6	ERROR (1)	0.7455757	0.7354426569999077	53.710848
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-7	ERROR (1)	0.7468325	0.7772687199999382	53.813248
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-8	ERROR (1)	0.7470664	0.7522205230000054	53.665792
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-9	ERROR (1)	0.7454373	0.7303223049999588	53.911552
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-10	ERROR (1)	0.7336543	0.728896385999974	53.727232
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-11	ERROR (1)	0.7382475	0.7236586009998973	55.574528
