tool		Apalache v0.30.2-2-g353ad9df2	Apalache v0.30.2-2-g353ad9df2	Apalache v0.30.2-2-g353ad9df2	Apalache v0.30.2-2-g353ad9df2
run set		[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]
/home/runner/work/apalache-bench/apalache-bench/examples/target/scala-2.13/resource_managed/main/		status	cputime (s)	walltime (s)	memory (MB)
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-0	ERROR (1)	0.742838	0.7341825649999691	54.812672
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-1	ERROR (1)	0.739721	0.7470509409999977	55.238656
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-2	ERROR (1)	0.7534854	0.7729945970000927	55.205888
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-3	ERROR (1)	0.7507393	0.7366329879999967	55.373824
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-4	ERROR (1)	0.7565122	0.7647169729999632	55.164928
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-5	ERROR (1)	0.7557039	0.760801119000007	55.214080
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-6	ERROR (1)	0.7461088	0.7385629039999912	55.635968
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-7	ERROR (1)	0.747412	0.7575647639999943	53.923840
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-8	ERROR (1)	0.7417212	0.7481390450000163	54.517760
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-9	ERROR (1)	0.7268224	0.6802313260000119	54.456320
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-10	ERROR (1)	0.7480234	0.7495144759999448	55.402496
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-11	ERROR (1)	0.7559668	0.7619465459999901	55.730176
