tool		Apalache v0.29.2-9-g4f82ca511	Apalache v0.29.2-9-g4f82ca511	Apalache v0.29.2-9-g4f82ca511	Apalache v0.29.2-9-g4f82ca511
run set		[Cmd-arrays-true-before.task-MC10_Consensus.tla; Cmd-oopsla19-true-before.task-MC10_Consensus.tla; Cmd-arrays-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC10_Simple.tla; Cmd-oopsla19-true-before.task-MC10_Simple.tla; Cmd-arrays-true-before.task-MC10_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC10_SimpleRegular.tla; Cmd-arrays-true-before.task-MC10_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC10_TwoPhase.tla; Cmd-arrays-true-before.task-MC10_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC10_client_server_ae.tla; Cmd-arrays-true-before.task-MC10_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC10_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC10_learning_switch.tla; Cmd-oopsla19-true-before.task-MC10_learning_switch.tla; Cmd-arrays-true-before.task-MC10_lockserv.tla; Cmd-oopsla19-true-before.task-MC10_lockserv.tla; Cmd-arrays-true-before.task-MC10_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC10_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC10_lockserver.tla; Cmd-oopsla19-true-before.task-MC10_lockserver.tla; Cmd-arrays-true-before.task-MC10_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC10_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC10_naive_consensus.tla; Cmd-arrays-true-before.task-MC10_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC10_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv.tla; Cmd-arrays-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC10_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC10_two_phase_commit.tla; Cmd-arrays-true-before.task-MC3_Consensus.tla; Cmd-oopsla19-true-before.task-MC3_Consensus.tla; Cmd-arrays-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC3_Simple.tla; Cmd-oopsla19-true-before.task-MC3_Simple.tla; Cmd-arrays-true-before.task-MC3_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC3_SimpleRegular.tla; Cmd-arrays-true-before.task-MC3_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC3_TwoPhase.tla; Cmd-arrays-true-before.task-MC3_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC3_client_server_ae.tla; Cmd-arrays-true-before.task-MC3_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC3_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC3_learning_switch.tla; Cmd-oopsla19-true-before.task-MC3_learning_switch.tla; Cmd-arrays-true-before.task-MC3_lockserv.tla; Cmd-oopsla19-true-before.task-MC3_lockserv.tla; Cmd-arrays-true-before.task-MC3_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC3_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC3_lockserver.tla; Cmd-oopsla19-true-before.task-MC3_lockserver.tla; Cmd-arrays-true-before.task-MC3_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC3_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC3_naive_consensus.tla; Cmd-arrays-true-before.task-MC3_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC3_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv.tla; Cmd-arrays-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC3_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC3_two_phase_commit.tla]	[Cmd-arrays-true-before.task-MC10_Consensus.tla; Cmd-oopsla19-true-before.task-MC10_Consensus.tla; Cmd-arrays-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC10_Simple.tla; Cmd-oopsla19-true-before.task-MC10_Simple.tla; Cmd-arrays-true-before.task-MC10_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC10_SimpleRegular.tla; Cmd-arrays-true-before.task-MC10_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC10_TwoPhase.tla; Cmd-arrays-true-before.task-MC10_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC10_client_server_ae.tla; Cmd-arrays-true-before.task-MC10_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC10_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC10_learning_switch.tla; Cmd-oopsla19-true-before.task-MC10_learning_switch.tla; Cmd-arrays-true-before.task-MC10_lockserv.tla; Cmd-oopsla19-true-before.task-MC10_lockserv.tla; Cmd-arrays-true-before.task-MC10_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC10_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC10_lockserver.tla; Cmd-oopsla19-true-before.task-MC10_lockserver.tla; Cmd-arrays-true-before.task-MC10_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC10_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC10_naive_consensus.tla; Cmd-arrays-true-before.task-MC10_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC10_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv.tla; Cmd-arrays-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC10_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC10_two_phase_commit.tla; Cmd-arrays-true-before.task-MC3_Consensus.tla; Cmd-oopsla19-true-before.task-MC3_Consensus.tla; Cmd-arrays-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC3_Simple.tla; Cmd-oopsla19-true-before.task-MC3_Simple.tla; Cmd-arrays-true-before.task-MC3_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC3_SimpleRegular.tla; Cmd-arrays-true-before.task-MC3_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC3_TwoPhase.tla; Cmd-arrays-true-before.task-MC3_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC3_client_server_ae.tla; Cmd-arrays-true-before.task-MC3_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC3_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC3_learning_switch.tla; Cmd-oopsla19-true-before.task-MC3_learning_switch.tla; Cmd-arrays-true-before.task-MC3_lockserv.tla; Cmd-oopsla19-true-before.task-MC3_lockserv.tla; Cmd-arrays-true-before.task-MC3_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC3_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC3_lockserver.tla; Cmd-oopsla19-true-before.task-MC3_lockserver.tla; Cmd-arrays-true-before.task-MC3_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC3_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC3_naive_consensus.tla; Cmd-arrays-true-before.task-MC3_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC3_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv.tla; Cmd-arrays-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC3_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC3_two_phase_commit.tla]	[Cmd-arrays-true-before.task-MC10_Consensus.tla; Cmd-oopsla19-true-before.task-MC10_Consensus.tla; Cmd-arrays-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC10_Simple.tla; Cmd-oopsla19-true-before.task-MC10_Simple.tla; Cmd-arrays-true-before.task-MC10_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC10_SimpleRegular.tla; Cmd-arrays-true-before.task-MC10_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC10_TwoPhase.tla; Cmd-arrays-true-before.task-MC10_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC10_client_server_ae.tla; Cmd-arrays-true-before.task-MC10_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC10_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC10_learning_switch.tla; Cmd-oopsla19-true-before.task-MC10_learning_switch.tla; Cmd-arrays-true-before.task-MC10_lockserv.tla; Cmd-oopsla19-true-before.task-MC10_lockserv.tla; Cmd-arrays-true-before.task-MC10_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC10_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC10_lockserver.tla; Cmd-oopsla19-true-before.task-MC10_lockserver.tla; Cmd-arrays-true-before.task-MC10_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC10_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC10_naive_consensus.tla; Cmd-arrays-true-before.task-MC10_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC10_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv.tla; Cmd-arrays-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC10_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC10_two_phase_commit.tla; Cmd-arrays-true-before.task-MC3_Consensus.tla; Cmd-oopsla19-true-before.task-MC3_Consensus.tla; Cmd-arrays-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC3_Simple.tla; Cmd-oopsla19-true-before.task-MC3_Simple.tla; Cmd-arrays-true-before.task-MC3_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC3_SimpleRegular.tla; Cmd-arrays-true-before.task-MC3_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC3_TwoPhase.tla; Cmd-arrays-true-before.task-MC3_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC3_client_server_ae.tla; Cmd-arrays-true-before.task-MC3_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC3_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC3_learning_switch.tla; Cmd-oopsla19-true-before.task-MC3_learning_switch.tla; Cmd-arrays-true-before.task-MC3_lockserv.tla; Cmd-oopsla19-true-before.task-MC3_lockserv.tla; Cmd-arrays-true-before.task-MC3_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC3_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC3_lockserver.tla; Cmd-oopsla19-true-before.task-MC3_lockserver.tla; Cmd-arrays-true-before.task-MC3_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC3_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC3_naive_consensus.tla; Cmd-arrays-true-before.task-MC3_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC3_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv.tla; Cmd-arrays-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC3_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC3_two_phase_commit.tla]	[Cmd-arrays-true-before.task-MC10_Consensus.tla; Cmd-oopsla19-true-before.task-MC10_Consensus.tla; Cmd-arrays-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC10_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC10_Simple.tla; Cmd-oopsla19-true-before.task-MC10_Simple.tla; Cmd-arrays-true-before.task-MC10_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC10_SimpleRegular.tla; Cmd-arrays-true-before.task-MC10_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC10_TwoPhase.tla; Cmd-arrays-true-before.task-MC10_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC10_client_server_ae.tla; Cmd-arrays-true-before.task-MC10_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC10_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC10_learning_switch.tla; Cmd-oopsla19-true-before.task-MC10_learning_switch.tla; Cmd-arrays-true-before.task-MC10_lockserv.tla; Cmd-oopsla19-true-before.task-MC10_lockserv.tla; Cmd-arrays-true-before.task-MC10_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC10_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC10_lockserver.tla; Cmd-oopsla19-true-before.task-MC10_lockserver.tla; Cmd-arrays-true-before.task-MC10_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC10_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC10_naive_consensus.tla; Cmd-arrays-true-before.task-MC10_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC10_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC10_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv.tla; Cmd-arrays-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC10_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC10_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC10_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC10_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC10_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC10_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC10_two_phase_commit.tla; Cmd-arrays-true-before.task-MC3_Consensus.tla; Cmd-oopsla19-true-before.task-MC3_Consensus.tla; Cmd-arrays-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-oopsla19-true-before.task-MC3_MongoLoglessDynamicRaft.tla; Cmd-arrays-true-before.task-MC3_Simple.tla; Cmd-oopsla19-true-before.task-MC3_Simple.tla; Cmd-arrays-true-before.task-MC3_SimpleRegular.tla; Cmd-oopsla19-true-before.task-MC3_SimpleRegular.tla; Cmd-arrays-true-before.task-MC3_TwoPhase.tla; Cmd-oopsla19-true-before.task-MC3_TwoPhase.tla; Cmd-arrays-true-before.task-MC3_client_server_ae.tla; Cmd-oopsla19-true-before.task-MC3_client_server_ae.tla; Cmd-arrays-true-before.task-MC3_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_consensus_wo_decide.tla; Cmd-oopsla19-true-before.task-MC3_consensus_wo_decide.tla; Cmd-arrays-true-before.task-MC3_learning_switch.tla; Cmd-oopsla19-true-before.task-MC3_learning_switch.tla; Cmd-arrays-true-before.task-MC3_lockserv.tla; Cmd-oopsla19-true-before.task-MC3_lockserv.tla; Cmd-arrays-true-before.task-MC3_lockserv_automaton.tla; Cmd-oopsla19-true-before.task-MC3_lockserv_automaton.tla; Cmd-arrays-true-before.task-MC3_lockserver.tla; Cmd-oopsla19-true-before.task-MC3_lockserver.tla; Cmd-arrays-true-before.task-MC3_majorityset_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_majorityset_leader_election.tla; Cmd-arrays-true-before.task-MC3_naive_consensus.tla; Cmd-oopsla19-true-before.task-MC3_naive_consensus.tla; Cmd-arrays-true-before.task-MC3_quorum_leader_election.tla; Cmd-oopsla19-true-before.task-MC3_quorum_leader_election.tla; Cmd-arrays-true-before.task-MC3_sharded_kv.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv.tla; Cmd-arrays-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-oopsla19-true-before.task-MC3_sharded_kv_no_lost_keys.tla; Cmd-arrays-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-oopsla19-true-before.task-MC3_simple_decentralized_lock.tla; Cmd-arrays-true-before.task-MC3_toy_consensus.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_epr.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_epr.tla; Cmd-arrays-true-before.task-MC3_toy_consensus_forall.tla; Cmd-oopsla19-true-before.task-MC3_toy_consensus_forall.tla; Cmd-arrays-true-before.task-MC3_two_phase_commit.tla; Cmd-oopsla19-true-before.task-MC3_two_phase_commit.tla]
/home/runner/work/apalache-bench/apalache-bench/endive/target/scala-2.13/resource_managed/main/		status	cputime (s)	walltime (s)	memory (MB)
004endive-apalache-001-run-endive-specs-MC10_Consensus.tla-task-MC10_Consensus.tla.yml	-0	ERROR (1)	0.6921048	0.6603121370000054	51.003392
004endive-apalache-001-run-endive-specs-MC10_Consensus.tla-task-MC10_Consensus.tla.yml	-1	ERROR (1)	0.688203	0.6496686790000012	52.641792
004endive-apalache-001-run-endive-specs-MC10_MongoLoglessDynamicRaft.tla-task-MC10_MongoLoglessDynamicRaft.tla.yml	-2	ERROR (1)	0.6920343	0.7089030150000326	50.671616
004endive-apalache-001-run-endive-specs-MC10_MongoLoglessDynamicRaft.tla-task-MC10_MongoLoglessDynamicRaft.tla.yml	-3	ERROR (1)	0.6974696	0.7168986320000386	50.823168
004endive-apalache-001-run-endive-specs-MC10_Simple.tla-task-MC10_Simple.tla.yml	-4	ERROR (1)	0.6579034	0.6324556590000157	50.241536
004endive-apalache-001-run-endive-specs-MC10_Simple.tla-task-MC10_Simple.tla.yml	-5	ERROR (1)	0.6844109	0.6558812040000248	51.019776
004endive-apalache-001-run-endive-specs-MC10_SimpleRegular.tla-task-MC10_SimpleRegular.tla.yml	-6	ERROR (1)	0.7089902	0.7152427830000079	50.851840
004endive-apalache-001-run-endive-specs-MC10_SimpleRegular.tla-task-MC10_SimpleRegular.tla.yml	-7	ERROR (1)	0.6902458	0.7107048679999934	50.737152
