tool		Apalache v0.30.1-44-g0b3aa4e7e	Apalache v0.30.1-44-g0b3aa4e7e	Apalache v0.30.1-44-g0b3aa4e7e	Apalache v0.30.1-44-g0b3aa4e7e
run set		[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]	[Cmd-arrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC10_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC10_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC10_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC10_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-funArrays-true-before.task-MC4_FALSE_FALSE.tla; Cmd-oopsla19-true-before.task-MC4_FALSE_FALSE.tla; Cmd-arrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-funArrays-true-before.task-MC4_TRUE_TRUE.tla; Cmd-oopsla19-true-before.task-MC4_TRUE_TRUE.tla; Cmd-arrays-true-before.task-MC10.tla; Cmd-funArrays-true-before.task-MC10.tla; Cmd-oopsla19-true-before.task-MC10.tla; Cmd-arrays-true-before.task-MC19.tla; Cmd-funArrays-true-before.task-MC19.tla; Cmd-oopsla19-true-before.task-MC19.tla; Cmd-arrays-true-before.task-MC4.tla; Cmd-funArrays-true-before.task-MC4.tla; Cmd-oopsla19-true-before.task-MC4.tla; Cmd-arrays-true-before.task-MC3.tla; Cmd-funArrays-true-before.task-MC3.tla; Cmd-oopsla19-true-before.task-MC3.tla; Cmd-arrays-true-before.task-MC5.tla; Cmd-funArrays-true-before.task-MC5.tla; Cmd-oopsla19-true-before.task-MC5.tla; Cmd-arrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-funArrays-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-oopsla19-true-before.task-MC13_4_4_floodmin_k1.tla; Cmd-arrays-true-before.task-MC20.tla; Cmd-funArrays-true-before.task-MC20.tla; Cmd-oopsla19-true-before.task-MC20.tla; Cmd-arrays-true-before.task-Royal.tla; Cmd-funArrays-true-before.task-Royal.tla; Cmd-oopsla19-true-before.task-Royal.tla]
/home/runner/work/apalache-bench/apalache-bench/examples/target/scala-2.13/resource_managed/main/		status	cputime (s)	walltime (s)	memory (MB)
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-0	ERROR (1)	0.7522908	0.7586988640000527	54.738944
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-1	ERROR (1)	0.7507275	0.729174741999941	53.645312
005examples-apalache-001-run-2PCwithBTM-MC10_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC10_FALSE_FALSE.tla.yml	-2	ERROR (1)	0.7412927	0.7292448429999467	55.574528
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-3	ERROR (1)	0.7452809	0.7555143289999933	53.530624
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-4	ERROR (1)	0.7506257	0.7407693679999738	53.919744
005examples-apalache-001-run-2PCwithBTM-MC10_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC10_TRUE_TRUE.tla.yml	-5	ERROR (1)	0.7522434	0.760532282999975	54.095872
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-6	ERROR (1)	0.7556135	0.7898014040000589	53.727232
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-7	ERROR (1)	0.771463	0.7787108830000307	53.952512
005examples-apalache-001-run-2PCwithBTM-MC4_FALSE_FALSE.tla-Init-Next-Some(Consistency)-task-MC4_FALSE_FALSE.tla.yml	-8	ERROR (1)	0.7741938	0.7811762100000124	53.837824
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-9	ERROR (1)	0.7589248	0.7280913309999733	54.579200
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-10	ERROR (1)	0.7515934	0.756136835999996	53.800960
005examples-apalache-001-run-2PCwithBTM-MC4_TRUE_TRUE.tla-Init-Next-Some(Consistency)-task-MC4_TRUE_TRUE.tla.yml	-11	ERROR (1)	0.7406252	0.6936036550000608	53.538816
